op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Sarkandaugava,Alekša 11,1,27.1,2.0,4.0,P. kara,Masonry,All amenities,18000.0,56.99365285,24.12466216854697
For sale,Imanta,Tālavas g. 13,2,49.0,1.0,5.0,LT proj.,Panel,All amenities,46900.0,56.9559247,24.0014761
For sale,Šampēteris-Pleskodāle,Lielirbes 11,3,94.0,10.0,25.0,Jaun.,Panel,All amenities,169000.0,56.934064500000005,24.043638100000003
For sale,Purvciems,Dzelzavas 13,2,44.0,4.0,5.0,Hrušč.,Brick,All amenities,39000.0,56.9636785,24.17061673832456
For sale,centrs,Eksporta 18,2,38.0,5.0,3.0,Hrušč.,Brick,All amenities,49000.0,56.956763,24.0954531
For sale,Pļavnieki,Deglava 122,3,79.0,4.0,9.0,119.,Panel,All amenities,71100.0,56.94708265,24.19762763990448
For sale,centrs,"Jāņa Daliņa iela 8, Rīga",4,110.0,10.0,24.0,Jaun.,Brick-Panel,All amenities,270000.0,56.97167145,24.124832579357044
For sale,Mežaparks,Ezermalas 2a,3,78.0,1.0,12.0,Specpr.,Brick,All amenities,80000.0,56.9925421,24.193121253063588
For sale,centrs,Miera 105,4,101.0,6.0,6.0,Renov.,Masonry,All amenities,155000.0,56.96657629999999,24.1337504
For sale,centrs,Miera 5,3,95.0,5.0,6.0,Renov.,Masonry,All amenities,133280.0,56.96657629999999,24.1337504
For sale,Pļavnieki,Salnas 13,1,33.0,4.0,9.0,602.,Panel,All amenities,39500.0,56.9426821,24.226088712647577
For sale,centrs,Birznieka-Upīša 10,2,43.0,3.0,6.0,Renov.,Masonry,All amenities,98900.0,56.9488745,24.12660274460919
For sale,centrs,Lāčplēša 48,2,58.0,2.0,6.0,P. kara,Masonry,All amenities,125000.0,56.95242629999999,24.1287007
For sale,Citi,Daugavgrīvas š. 49,2,59.0,1.0,1.0,P. kara,Brick,Partial amenities,27000.0,57.0164335,24.0628649
For sale,Imanta,Dubultu 19,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,57000.0,56.95623425,24.00432957563364
For sale,Iļģuciems,Dzirciema 71,2,54.0,6.0,9.0,602.,Panel,All amenities,51000.0,56.96512045,24.05498288933685
For sale,Ķengarags,Maskavas 258,2,48.0,2.0,5.0,LT proj.,Panel,All amenities,36500.0,56.8597884,24.3083417
For sale,centrs,Birznieka-Upīša 10,1,23.0,2.0,6.0,Renov.,Masonry,All amenities,58905.0,56.9488745,24.12660274460919
For sale,centrs,Brīvības iela 129,2,54.0,4.0,5.0,P. kara,Masonry,All amenities,75000.0,56.9640549,24.13875055255072
For sale,Vecmīlgrāvis,Dombrovska 45,3,65.0,5.0,9.0,602.,Panel,All amenities,72000.0,57.03471075,24.100380867994414
For sale,Jugla,"Silciema iela 15 k-3, Rīga",2,44.0,4.0,5.0,Hrušč.,Panel,All amenities,36400.0,56.98536005,24.24133572537538
For sale,Purvciems,Žagatu 20a,3,62.0,1.0,9.0,602.,Brick-Panel,All amenities,55000.0,56.96295835,24.18734441334219
For sale,Teika,Ķeguma 52/2,3,69.0,3.0,5.0,103.,Brick-Panel,All amenities,75000.0,56.9627267,24.198875
For sale,centrs,Krasta 25,2,53.0,4.0,4.0,P. kara,Masonry,All amenities,35000.0,56.93950425,24.122256343325702
For sale,centrs,Maskavas 131,2,70.0,2.0,4.0,Renov.,Masonry,All amenities,79999.0,56.8597884,24.3083417
For sale,centrs,Ģertrūdes 99,2,42.0,3.0,6.0,Renov.,Masonry,All amenities,75708.0,56.94999685,24.136413900628373
For sale,centrs,Matīsa 69,2,64.0,2.0,7.0,Jaun.,Panel-Brick,All amenities,114900.0,56.9538485,24.1405336
For sale,Purvciems,Ilūkstes 103/2,4,75.0,5.0,9.0,467.,Panel,All amenities,78000.0,56.94058670000001,24.1951866
For sale,centrs,Katrīnas d. 24,3,84.0,3.0,3.0,P. kara,Masonry,All amenities,119800.0,56.9716816,24.1021951
For sale,Vecrīga,M. Smilšu 11,1,24.0,4.0,4.0,P. kara,Brick,All amenities,58000.0,56.95014635,24.109260730515818
For sale,centrs,Zirņu 6,2,44.0,6.0,6.0,Specpr.,Brick,All amenities,46400.0,56.8597884,24.3083417
For sale,Purvciems,Dudajeva g. 9,3,60.0,5.0,5.0,LT proj.,Panel,All amenities,59500.0,56.9570069,24.1987368
For sale,centrs,Ganību d. 15,1,30.0,3.0,6.0,P. kara,Brick,All amenities,46800.0,56.9928319,24.1224521
For sale,Citi,"Jaunciema 2. šķērslīnija 2, Rīga",1,27.0,5.0,5.0,Specpr.,Brick,All amenities,20500.0,57.04619385,24.17458355
For sale,Imanta,"Kurzemes prospekts 12, Rīga",2,50.0,1.0,5.0,LT proj.,Panel,All amenities,43900.0,56.9565011,24.033792444768856
For sale,Āgenskalns,Zeļļu 15,1,21.0,1.0,2.0,P. kara,Wood,Partial amenities,14500.0,56.9353345,24.0737985
For sale,Mežaparks,"Visbijas prospekts 6/8, Rīga",4,153.0,1.0,3.0,P. kara,Wood,All amenities,275000.0,56.9978304,24.1526078
For sale,centrs,Blaumaņa 21,2,80.0,1.0,5.0,P. kara,Masonry,All amenities,106100.0,56.95264935,24.125906961191163
For sale,centrs,Birznieka-Upīša 13,2,53.5,6.0,7.0,Jaun.,Panel,All amenities,137000.0,56.94932950000001,24.12648920560748
For sale,Mežciems,Kaivas 31,3,71.0,1.0,4.0,Jaun.,Brick,All amenities,143000.0,56.95022945,24.247581468723
For sale,centrs,Cēsu 41,1,24.0,2.0,2.0,P. kara,Masonry,All amenities,28000.0,56.96656595,24.1436439
For sale,centrs,Brīvības iela 150,5,123.0,2.0,6.0,P. kara,Masonry,All amenities,125000.0,56.96470229999999,24.141613336026765
For sale,Citi,Plēksnes 1,2,54.0,4.0,5.0,103.,Brick-Panel,All amenities,31000.0,57.03920265,24.0321564328147
For sale,Imanta,Rigondas g. 7,1,31.0,9.0,12.0,Čehu pr.,Brick,All amenities,34000.0,56.9648157,24.0190534
For sale,Imanta,Dammes 27,3,63.0,8.0,9.0,602.,Panel,All amenities,60000.0,56.96468165,24.009113874970826
For sale,Mežciems,Kaivas 31,2,64.0,2.0,3.0,Specpr.,Panel-Brick,All amenities,114000.0,56.95022945,24.247581468723
For sale,Purvciems,Ūnijas 74a,2,37.6,2.0,5.0,LT proj.,Panel,All amenities,35000.0,56.9607141,24.18195212169157
For sale,Imanta,Zentenes 18,2,49.0,7.0,9.0,602.,Panel,All amenities,46000.0,56.9618626,24.003491021455982
For sale,centrs,Matīsa 85,1,56.0,6.0,6.0,P. kara,Masonry,All amenities,67000.0,56.9526541,24.1433157
For sale,Iļģuciems,Lidoņu 5,2,50.0,1.0,5.0,LT proj.,Panel,All amenities,45000.0,56.9719042,24.06952528790947
For sale,Pļavnieki,Ilūkstes 1,5,98.0,2.0,5.0,103.,Brick,All amenities,103000.0,56.9493595,24.200759376971888
For sale,centrs,Hospitāļu 1,4,92.0,4.0,7.0,Specpr.,Brick,All amenities,162000.0,56.968844,24.1353209
For sale,Imanta,Anniņmuižas bulvāris 43,2,94.0,13.0,24.0,Specpr.,Masonry,All amenities,147000.0,56.95903060000001,24.013887042853
For sale,Mežciems,Biķernieku 9,3,83.3,3.0,4.0,Jaun.,Panel,All amenities,135000.0,56.95868265,24.241435392928327
For sale,Purvciems,Stirnu 37a,4,74.0,4.0,9.0,602.,Panel,Partial amenities,80000.0,56.96230215,24.186965214982013
For sale,Imanta,Dammes 1,2,50.0,8.0,9.0,602.,Panel,All amenities,57500.0,56.9608459,24.012099291280585
For sale,Āgenskalns,Kristapa 26,2,43.0,5.0,5.0,Hrušč.,Panel,All amenities,49000.0,56.94560915,24.06801440138549
For sale,Citi,Sila 2/3,3,50.0,1.0,2.0,Specpr.,Wood,Partial amenities,15000.0,56.907734700000006,24.2226369
For sale,centrs,Birznieka-Upīša 13,3,79.0,3.0,7.0,Jaun.,Brick-Panel,All amenities,197000.0,56.94932950000001,24.12648920560748
For sale,Jugla,Murjāņu 42,2,45.0,1.0,5.0,Hrušč.,Panel,All amenities,42000.0,56.9776497,24.248527740540155
For sale,centrs,Indrānu 8,3,110.5,5.0,6.0,Jaun.,Brick-Panel,All amenities,180000.0,56.9684979,24.1467035
For sale,centrs,Brīvības iela 161,3,73.0,3.0,5.0,Renov.,Masonry,All amenities,155000.0,56.9667358,24.14563510531528
For sale,Teika,Ropažu 14a,4,93.0,3.0,10.0,Jaun.,Masonry,All amenities,144000.0,56.97584815,24.168936579063875
For sale,Sarkandaugava,Sarkandaugavas 26/2,2,43.0,2.0,5.0,Hrušč.,Brick-Panel,All amenities,42900.0,56.9987253,24.1235645
For sale,centrs,Brīvības iela 114,2,62.0,4.0,6.0,Renov.,Brick,All amenities,113500.0,56.961977100000006,24.1348346
For sale,Imanta,"Kurzemes prospekts 90, Rīga",3,55.0,5.0,5.0,LT proj.,Panel,All amenities,72000.0,56.96922085,24.015198400000003
For sale,centrs,Vīlandes 16,2,50.0,2.0,6.0,Renov.,Brick,All amenities,145000.0,56.9613741,24.1021747
For sale,Sarkandaugava,Sliežu 29,3,61.0,1.0,3.0,Specpr.,Brick,All amenities,59000.0,57.00751995,24.12498495
For sale,Zolitūde,Ruses 26,3,78.0,6.0,9.0,119.,Panel,All amenities,85900.0,56.9454805,24.009710100000003
For sale,Purvciems,Deglava 35,2,69.2,2.0,3.0,P. kara,Masonry,Partial amenities,38406.0,56.9518739,24.168621695562734
For sale,centrs,Vēžu 14,2,54.0,1.0,6.0,Jaun.,Panel-Brick,All amenities,89000.0,56.9703444,24.1001017
For sale,centrs,Pērnavas 10,2,60.0,1.0,5.0,Staļina,Masonry,All amenities,95000.0,56.9647239,24.1477109
For sale,Iļģuciems,Motoru 5,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,47500.0,56.9695545,24.066990643941864
For sale,Ziepniekkalns,Dignājas 1a,2,49.0,3.0,4.0,Jaun.,Masonry,All amenities,81184.0,56.9126889,24.1234641
For sale,Zolitūde,Lejiņa 6,2,54.0,1.0,9.0,119.,Panel,All amenities,57000.0,56.9459191,24.01768349355387
For sale,Ķengarags,Prūšu 9a,3,56.0,2.0,5.0,Specpr.,Brick,All amenities,52000.0,56.9150615,24.18654975
For sale,Mežciems,Eizenšteina 73,4,76.0,6.0,9.0,602.,Panel,All amenities,80000.0,56.96044135,24.232444124235315
For sale,Ziepniekkalns,Ozolciema 56,2,52.0,5.0,9.0,602.,Panel,All amenities,64900.0,56.90069575,24.102280983175028
For sale,Vecrīga,Tirgoņu 17,2,59.0,2.0,5.0,Renov.,Masonry,All amenities,170000.0,56.94848149999999,24.1061513
For sale,Citi,Dzērvju 3,4,78.0,7.0,9.0,467.,Panel,All amenities,75000.0,56.93086485,24.16502786880196
For sale,Maskavas priekšpilsēta,Ebreju 10,3,84.0,4.0,5.0,Specpr.,Brick,All amenities,75000.0,56.9379361,24.154479
For sale,Vecmīlgrāvis,Sniega 2,3,68.74,5.0,5.0,LT proj.,Panel,All amenities,47000.0,57.0337701,24.09840055
For sale,Citi,Maskavas 202,2,44.0,5.0,5.0,Hrušč.,Brick,All amenities,39500.0,56.8597884,24.3083417
For sale,centrs,Asara 12/5,3,64.0,4.0,5.0,Renov.,Masonry,All amenities,125000.0,56.956506000000005,24.1531491
For sale,centrs,Tallinas 86,3,60.0,2.0,5.0,Renov.,Masonry,All amenities,125000.0,56.95652115,24.147680900018845
For sale,Ziepniekkalns,Valdeķu 66/2,1,32.0,9.0,9.0,Specpr.,Panel,All amenities,45000.0,56.9094064,24.0954157
For sale,centrs,Čaka 36,4,84.0,2.0,5.0,Renov.,Masonry,All amenities,149810.0,56.952698,24.1299733
For sale,centrs,Čaka 36,2,48.0,2.0,5.0,Renov.,Masonry,All amenities,96390.0,56.952698,24.1299733
For sale,centrs,Hospitāļu 40,5,189.0,3.0,4.0,Staļina,Masonry,All amenities,240000.0,56.97588635,24.139172520738192
For sale,centrs,Blaumaņa 29,2,59.0,2.0,5.0,P. kara,Masonry,All amenities,100000.0,56.951796400000006,24.1263057
For sale,centrs,Brīvības iela 285,5,180.0,2.0,3.0,Jaun.,Brick-Panel,All amenities,205000.0,56.96700379999999,24.1471279
For sale,Teika,Ropažu 14,3,74.0,2.0,10.0,Jaun.,Masonry,All amenities,121000.0,56.97673029999999,24.167657999605808
For sale,centrs,Lāčplēša 113,2,39.0,2.0,3.0,P. kara,Brick,All amenities,58900.0,56.94558835,24.13388003744485
For sale,Mežciems,Mežciema 23,3,73.0,16.0,16.0,104.,Panel,All amenities,73000.0,56.971605,24.2340818
For sale,Purvciems,Dzelzavas 89,2,39.0,2.0,5.0,LT proj.,Panel,All amenities,37000.0,56.95615720000001,24.20288687177168
For sale,Mežciems,Druvienas 36,3,62.0,1.0,9.0,602.,Panel,All amenities,72000.0,56.97049499999999,24.23270761006655
For sale,Imanta,"Kurzemes prospekts 6, Rīga",3,54.0,1.0,5.0,LT proj.,Panel,All amenities,55000.0,56.955084150000005,24.03415899119561
For sale,Zolitūde,Lejiņa 14,2,58.0,5.0,9.0,119.,Panel,All amenities,55900.0,56.9477649,24.020601371599504
For sale,centrs,Valdemāra 147,2,55.0,2.0,5.0,Staļina,Brick,All amenities,62800.0,56.9724033,24.13421152012065
For sale,centrs,Matīsa 113,2,35.0,1.0,2.0,P. kara,Wood,All amenities,21900.0,56.9581178,24.1311146
For sale,Iļģuciems,Dzirciema 71,2,51.0,6.0,9.0,602.,Panel,All amenities,42900.0,56.96512045,24.05498288933685
For sale,Teika,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,Pļavnieki,Ulbrokas 12,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities,32900.0,56.94122905,24.217423167469
For sale,Citi,Kojusalas 21,3,58.0,3.0,5.0,Specpr.,Brick,All amenities,54000.0,56.93425325,24.154860985283307
For sale,Purvciems,Burtnieku 36,2,110.0,4.0,5.0,Jaun.,Panel-Brick,All amenities,119000.0,56.96701360000001,24.18258919112932
For sale,Mežaparks,Ķempes 4,3,140.0,8.0,12.0,Jaun.,Masonry,All amenities,179800.0,56.9943642,24.166126688574952
For sale,Purvciems,Žagatu 20a,3,64.0,7.0,9.0,602.,Panel,All amenities,63000.0,56.96295835,24.18734441334219
For sale,Vecmīlgrāvis,Sarmas 7,2,50.0,2.0,9.0,602.,Panel,All amenities,41000.0,57.03912275,24.100361589421645
For sale,centrs,Gogoļa 8/10,3,96.0,3.0,5.0,P. kara,Masonry,All amenities,120000.0,56.9449314,24.1204918
For sale,Dārzciems,Nīcgales 51,3,73.0,8.0,9.0,Specpr.,Brick-Panel,All amenities,82000.0,56.9457705,24.1722203
For sale,Dārzciems,Sitas 48,2,57.0,5.0,5.0,M. ģim.,Panel,All amenities,38000.0,56.9330961,24.19316866400881
For sale,Teika,Vidrižu 4,3,80.0,1.0,9.0,Specpr.,Panel-Brick,All amenities,87000.0,56.9788671,24.1774824079002
For sale,Ziepniekkalns,Ozolciema 18,3,74.0,3.0,9.0,119.,Panel,All amenities,76000.0,56.89859735,24.08767079999982
For sale,Zolitūde,Bieziņa 10,3,79.0,7.0,9.0,119.,Panel,All amenities,67000.0,56.9451934,24.023320500000004
For sale,Citi,Atgāzenes 12,2,69.0,1.0,3.0,Jaun.,Masonry,All amenities,83000.0,56.91549245,24.085110557012293
For sale,Dzegužkalns,Tapešu 44,3,60.0,2.0,5.0,LT proj.,Panel,All amenities,50000.0,56.955916,24.04640131832298
For sale,Imanta,"Kurzemes prospekts 88, Rīga",1,28.0,5.0,5.0,LT proj.,Panel,All amenities,27300.0,56.9684959,24.01523575
For sale,Iļģuciems,Reņģes 5,2,50.0,2.0,3.0,Staļina,Brick-Panel,All amenities,42000.0,56.9661156,24.063304876037343
For sale,Purvciems,Braslas 53,3,83.0,1.0,6.0,Jaun.,Brick,All amenities,99000.0,56.95747179999999,24.1669890886796
For sale,Āgenskalns,Slokas 13,4,88.1,2.0,4.0,Staļina,Masonry,All amenities,107500.0,56.94462275,24.075096147972737
For sale,centrs,Republikas laukums 3,3,107.0,5.0,6.0,Jaun.,Masonry,All amenities,365000.0,56.9552522,24.0999991251943
For sale,centrs,Ģertrūdes 16,3,64.0,4.0,6.0,P. kara,Masonry,All amenities,164000.0,56.95665940000001,24.1237638
For sale,centrs,Ģertrūdes 16,3,60.0,4.0,5.0,P. kara,Masonry,All amenities,151000.0,56.95665940000001,24.1237638
For sale,centrs,Bruņinieku 28,4,130.0,1.0,6.0,P. kara,Masonry,All amenities,110500.0,56.95567115,24.131410960883397
For sale,Imanta,Slokas 130d,3,110.9,1.0,12.0,Čehu pr.,Brick-Panel,All amenities,110000.0,56.96474785,24.016391195926797
For sale,centrs,Dzirnavu 51,2,50.0,3.0,5.0,P. kara,Masonry,All amenities,71300.0,56.95681379999999,24.1172697
For sale,Vecmīlgrāvis,Emmas 12a,4,64.0,1.0,3.0,Staļina,Brick,All amenities,57000.0,57.02907929999999,24.1110987
For sale,centrs,Dzirnavu 115a,4,116.0,3.0,5.0,P. kara,Masonry,All amenities,130000.0,56.94937,24.1253575
For sale,centrs,Klijānu 16,4,75.0,4.0,9.0,Jaun.,Masonry,All amenities,129000.0,56.9742195,24.14835103820881
For sale,centrs,Vesetas 32,2,55.0,3.0,12.0,Specpr.,Brick,All amenities,75000.0,56.97368625,24.13110272092923
For sale,Pļavnieki,Tīnūžu 10,3,63.0,9.0,9.0,602.,Panel,All amenities,58800.0,56.9342176,24.207067659687628
For sale,Mežaparks,Ezermalas 13,4,126.0,2.0,4.0,Jaun.,Panel,All amenities,143000.0,56.99733515,24.1704467
For sale,Citi,Lielupes 68,2,48.0,2.0,5.0,LT proj.,Panel-Brick,All amenities,31300.0,57.03099005,24.0574072
For sale,Citi,Kojusalas 21,2,38.0,4.0,5.0,Specpr.,Brick,All amenities,39000.0,56.93425325,24.154860985283307
For sale,centrs,Tallinas 86,3,60.47,2.0,5.0,Renov.,Masonry,All amenities,125000.0,56.95652115,24.147680900018845
For sale,Āgenskalns,Nomales 7,2,41.0,2.0,4.0,Hrušč.,Brick,All amenities,34900.0,56.9368605,24.056878473478942
For sale,Teika,Vairoga 32,3,86.0,3.0,3.0,Renov.,Brick-Panel,All amenities,129000.0,56.9690716,24.171649886013512
For sale,centrs,Tallinas 30,1,42.0,4.0,4.0,P. kara,Masonry,All amenities,77000.0,56.9621313,24.1383736
For sale,centrs,Ausekļa 4,3,90.0,3.0,6.0,Jaun.,Masonry,All amenities,340000.0,56.9600412,24.1003337
For sale,Ķengarags,Krustpils 46,2,37.0,4.0,4.0,M. ģim.,Brick,All amenities,12800.0,56.91981510000001,24.1942607
For sale,Vecrīga,Kalēju 74,3,102.0,2.0,4.0,Jaun.,Masonry,All amenities,250000.0,56.94545600000001,24.1115799
For sale,Teika,Ropažu 12,3,96.0,10.0,12.0,Jaun.,Panel,All amenities,179000.0,56.97725905,24.16672669992548
For sale,centrs,Antonijas 26,4,101.0,4.0,6.0,Jaun.,Masonry,All amenities,315000.0,56.9605146,24.1149201
For sale,Zolitūde,Endzelīna 32,2,58.0,5.0,5.0,Jaun.,Panel,All amenities,103000.0,56.94393325,24.02763305718307
For sale,Āgenskalns,Melnsila 14,1,28.0,1.0,3.0,Renov.,Wood,All amenities,46000.0,56.94402935,24.06663931607056
For sale,Āgenskalns,Melnsila 14,3,64.0,2.0,3.0,Renov.,Wood,All amenities,102000.0,56.94402935,24.06663931607056
For sale,Jugla,Silciema 25,3,80.0,2.0,2.0,Priv. m.,Masonry,All amenities,49000.0,56.9835916,24.24036026925925
For sale,centrs,Lāčplēša 62,3,101.9,2.0,6.0,P. kara,Brick,All amenities,125000.0,56.9510949,24.1313031
For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel-Brick,All amenities,109000.0,56.914968,24.12289
For sale,Citi,Asara 12,2,37.0,4.0,5.0,Renov.,Brick,All amenities,74000.0,56.9553833,24.1488881
For sale,centrs,Valdemāra 41,3,66.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,165000.0,56.95869190000001,24.11734184655964
For sale,centrs,Valdemāra 41a,2,64.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,229000.0,56.9721861,24.1343196
For sale,centrs,Valdemāra 41,3,65.0,4.0,7.0,Jaun.,Brick-Panel,All amenities,185000.0,56.95869190000001,24.11734184655964
For sale,Ziepniekkalns,Komētas 26,3,76.0,3.0,4.0,Jaun.,Panel-Brick,All amenities,130500.0,56.914968,24.12289
For sale,Ziepniekkalns,Komētas 26,2,66.0,1.0,4.0,Jaun.,Panel-Brick,All amenities,89000.0,56.914968,24.12289
For sale,centrs,Valdemāra 41a,5,135.0,2.0,7.0,Jaun.,Brick-Panel,All amenities,345000.0,56.9721861,24.1343196
For sale,centrs,Valdemāra 41,5,153.0,4.0,7.0,Jaun.,Brick-Panel,All amenities,445000.0,56.95869190000001,24.11734184655964
For sale,centrs,Valdemāra 41,4,105.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,350000.0,56.95869190000001,24.11734184655964
For sale,Citi,Pērnavas 15a,2,41.0,2.0,5.0,Renov.,Masonry,All amenities,120000.0,56.9631811,24.151816207211105
For sale,centrs,Rūdolfa 1,1,30.0,4.0,6.0,P. kara,Brick,All amenities,45000.0,56.9620224,24.15219394772615
For sale,Mežciems,"Kaivas iela 50-141d, Rīga",3,89.0,2.0,5.0,Jaun.,Masonry,All amenities,110625.0,56.9541725,24.2443253
For sale,centrs,Lāčplēša 96,4,104.0,2.0,5.0,P. kara,Brick,All amenities,115000.0,56.94468895,24.132720159680325
For sale,Teika,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities,61000.0,56.95894965,24.24396525887176
For sale,Pļavnieki,Salnas 21,2,43.0,3.0,9.0,Jaun.,Panel,All amenities,68000.0,56.942327,24.23009287799782
For sale,Purvciems,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities,61000.0,56.95894965,24.24396525887176
For sale,Ķengarags,Višķu 9,3,61.0,2.0,5.0,LT proj.,Panel,All amenities,53000.0,56.8992639,24.21437291055122
For sale,centrs,Valdemāra 71,5,105.0,6.0,6.0,P. kara,Masonry,All amenities,189950.0,56.9620225,24.123035
For sale,centrs,Dzirnavu 83,3,84.0,6.0,7.0,Jaun.,Panel-Brick,All amenities,250000.0,56.953293200000005,24.1222418
For sale,Teika,Ropažu 14,4,93.0,2.0,10.0,Jaun.,Masonry,All amenities,140000.0,56.97673029999999,24.167657999605808
For sale,Sarkandaugava,Sarkandaugavas 21,1,28.0,2.0,2.0,Renov.,Wood,Partial amenities,21000.0,56.9987253,24.1235645
For sale,Vecmīlgrāvis,Baltāsbaznīcas 33,3,58.0,1.0,2.0,Staļina,Brick,All amenities,49850.0,57.03627125,24.08894255
For sale,Teika,Ropažu 80,4,103.0,1.0,12.0,Jaun.,Panel,All amenities,160000.0,56.982608,24.1873524
For sale,Citi,Briežu 9,2,40.0,2.0,6.0,Jaun.,Panel,All amenities,63350.0,57.02292344999999,24.137664876991742
For sale,Pļavnieki,Ulbrokas 12/3,3,79.0,1.0,9.0,Jaun.,Panel,All amenities,89900.0,56.9451394,24.217608
For sale,Citi,Malēju 4a,3,54.0,2.0,5.0,M. ģim.,Brick,All amenities,16800.0,56.90687475,24.220915782229994
For sale,Āgenskalns,"Mazā Kuldīgas iela 4/6, Rīga",3,54.0,1.0,1.0,P. kara,Wood,All amenities,33800.0,56.9417685,24.0538017
For sale,centrs,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities,45000.0,56.8597884,24.3083417
For sale,Maskavas priekšpilsēta,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities,45000.0,56.8597884,24.3083417
For sale,Mežciems,Hipokrāta 19,3,62.0,7.0,9.0,602.,Panel,All amenities,55900.0,56.9666127,24.2384534
For sale,Pļavnieki,Ulbrokas 1,4,77.0,7.0,9.0,602.,Panel,All amenities,74800.0,56.94027275,24.214861968141204
For sale,Pļavnieki,Saharova 5,3,62.0,2.0,9.0,602.,Brick-Panel,All amenities,63800.0,56.934949,24.20128716471765
For sale,centrs,Ģertrūdes 23,5,137.0,3.0,6.0,Renov.,Masonry,All amenities,330000.0,56.9563024,24.12509715028037
For sale,centrs,Ģertrūdes 73,3,72.0,3.0,3.0,P. kara,Masonry,All amenities,128000.0,56.95142270000001,24.1336976
For sale,Imanta,Akāciju 6,2,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities,78000.0,56.95120260000001,24.0005229
For sale,Teika,Ropažu 19,1,39.0,3.0,3.0,P. kara,Masonry,Partial amenities,24500.0,56.97708405,24.17207856285717
For sale,Citi,Ķīšezera 11,2,46.0,1.0,5.0,Specpr.,Brick,All amenities,53000.0,56.9879311,24.164280447322408
For sale,centrs,Indrānu 5,3,90.0,1.0,5.0,Jaun.,Panel-Brick,All amenities,158000.0,56.9681431,24.14688396532539
For sale,centrs,Avotu 5,2,50.0,3.0,6.0,Renov.,Masonry,All amenities,111980.0,56.95092625,24.127915135078677
For sale,centrs,Avotu 5,1,31.0,2.0,6.0,Renov.,Masonry,All amenities,68540.0,56.95092625,24.127915135078677
For sale,centrs,Avotu 5,3,83.0,2.0,6.0,Renov.,Masonry,All amenities,164800.0,56.95092625,24.127915135078677
For sale,Vecmīlgrāvis,Gliemežu 5,1,37.0,1.0,5.0,Specpr.,Brick-Panel,All amenities,28000.0,57.037386700000006,24.0884618
For sale,Vecmīlgrāvis,Edžiņa g. 7,3,69.0,5.0,5.0,LT proj.,Panel,All amenities,48000.0,57.031674800000005,24.1063938
For sale,Pļavnieki,Grestes 8,4,75.0,8.0,9.0,467.,Panel,All amenities,73400.0,56.93585905000001,24.208108377683764
For sale,centrs,Skanstes 29,4,167.0,21.0,24.0,Jaun.,Brick-Panel,All amenities,320000.0,56.9726415,24.125030483928573
For sale,centrs,Ģertrūdes 38,4,121.0,2.0,5.0,Renov.,Brick,All amenities,205700.0,56.9538641,24.128666877855053
